Year,Population,Population_male,Population_female,ISO3,Population id,Cancer label,Sex,Type,ASR (World),Crude rate,Cumulative risk,Total,Region Name,Year_Units,RT_m,GDP_per_capita,TAC,GammaC,MRI,Mammography,PET
2015,38266314.0,18553765.0,19712550.0,POL,616,Breast,Female,Mortality,14.74549966,32.24503245,1.647618152,6319,Europe,2010,2.72,12637.5220324406,10.58,2.8,3.27,104.8,0.34
2015,38266314.0,18553765.0,19712550.0,POL,616,Prostate,Male,Incidence,49.91084317,94.58315735,6.733595617,580,Europe,2010,2.72,12637.5220324406,10.58,2.8,3.27,104.8,0.34
2015,38266314.0,18553765.0,19712550.0,POL,616,Prostate,Male,Mortality,13.38045095,26.52195124,1.218741743,4876,Europe,2010,2.72,12637.5220324406,10.58,2.8,3.27,104.8,0.34
2015,38266314.0,18553765.0,19712550.0,POL,616,Cervix,Female,Incidence,7.417951555,11.95722729,0.786249087,77,Europe,2010,2.72,12637.5220324406,10.58,2.8,3.27,104.8,0.34
2015,38266314.0,18553765.0,19712550.0,POL,616,Cervix,Female,Mortality,4.234191531,8.088048176,0.48364528,1585,Europe,2010,2.72,12637.5220324406,10.58,2.8,3.27,104.8,0.34
2018,38241071.0,18551882.0,19689189.0,POL,616,Lung,Male,Mortality,43.83144669,85.09890005,5.427764851,15631,Europe,2013,2.72,15658.2120316794,10.6,2.8,3.27,,0.34
2018,38241071.0,18551882.0,19689189.0,POL,616,Lung,Female,Mortality,17.72842091,41.3225673,2.374620221,8091,Europe,2013,2.72,15658.2120316794,10.6,2.8,3.27,,0.34
2018,38241071.0,18551882.0,19689189.0,POL,616,Breast,Female,Mortality,14.94268299,35.21432475,1.619087207,6895,Europe,2013,2.72,15658.2120316794,10.6,2.8,3.27,,0.34
2018,38241071.0,18551882.0,19689189.0,POL,616,Prostate,Male,Mortality,13.61003215,30.34618827,1.209436194,5574,Europe,2013,2.72,15658.2120316794,10.6,2.8,3.27,,0.34
2018,38241071.0,18551882.0,19689189.0,POL,616,Cervix,Female,Mortality,4.05434685,8.135811359,0.4707236951,1593,Europe,2013,2.72,15658.2120316794,10.6,2.8,3.27,,0.34
2022,38385739.0,18604014.0,19781726.0,POL,616,Lung,Male,Mortality,35.16610352,73.25234985,4.456595703,13042,Europe,2017,4.62,18891.2121169279,0.0,3.7,9.25,73.97,0.87
2022,38385739.0,18604014.0,19781726.0,POL,616,Lung,Male,Mortality,35.16610352,73.25234985,4.456595703,13042,Europe,2017,4.62,18891.2121169279,,,,,
2022,38385739.0,18604014.0,19781726.0,POL,616,Lung,Female,Mortality,16.15207672,41.75172012,2.176340536,7935,Europe,2017,4.62,18891.2121169279,0.0,3.7,9.25,73.97,0.87
2022,38385739.0,18604014.0,19781726.0,POL,616,Lung,Female,Mortality,16.15207672,41.75172012,2.176340536,7935,Europe,2017,4.62,18891.2121169279,,,,,
2022,38385739.0,18604014.0,19781726.0,POL,616,Breast,Female,Mortality,13.91561697,34.78520753,1.512069692,6611,Europe,2017,4.62,18891.2121169279,0.0,3.7,9.25,73.97,0.87
2022,38385739.0,18604014.0,19781726.0,POL,616,Breast,Female,Mortality,13.91561697,34.78520753,1.512069692,6611,Europe,2017,4.62,18891.2121169279,,,,,
2022,38385739.0,18604014.0,19781726.0,POL,616,Prostate,Male,Mortality,13.3281999,31.59365649,1.146804352,5625,Europe,2017,4.62,18891.2121169279,0.0,3.7,9.25,73.97,0.87
2022,38385739.0,18604014.0,19781726.0,POL,616,Prostate,Male,Mortality,13.3281999,31.59365649,1.146804352,5625,Europe,2017,4.62,18891.2121169279,,,,,
2022,38385739.0,18604014.0,19781726.0,POL,616,Cervix,Female,Mortality,3.445867656,7.229598418,0.3975980831,1374,Europe,2017,4.62,18891.2121169279,0.0,3.7,9.25,73.97,0.87
2022,38385739.0,18604014.0,19781726.0,POL,616,Cervix,Female,Mortality,3.445867656,7.229598418,0.3975980831,1374,Europe,2017,4.62,18891.2121169279,,,,,
2015,3287164.0,1525707.0,1761457.0,MDA,498,Lung,Male,Mortality,36.98272554,50.8616661,4.701643427,776,Europe,2010,0.56,2749.55137054338,2.24,1.12,0.28,40.84,
2015,3287164.0,1525707.0,1761457.0,MDA,498,Lung,Female,Mortality,5.797183197,10.44590384,0.6589269848,184,Europe,2010,0.56,2749.55137054338,2.24,1.12,0.28,40.84,
2015,3287164.0,1525707.0,1761457.0,MDA,498,Breast,Female,Mortality,17.56955295,29.74811747,2.104254969,524,Europe,2010,0.56,2749.55137054338,2.24,1.12,0.28,40.84,
2015,3287164.0,1525707.0,1761457.0,MDA,498,Prostate,Male,Mortality,10.01755509,13.96074082,1.151228405,213,Europe,2010,0.56,2749.55137054338,2.24,1.12,0.28,40.84,
2015,3287164.0,1525707.0,1761457.0,MDA,498,Cervix,Female,Mortality,5.635379538,8.458911264,0.5937814671,149,Europe,2010,0.56,2749.55137054338,2.24,1.12,0.28,40.84,
2018,3153773.0,1458062.0,1695711.0,MDA,498,Lung,Male,Mortality,37.42221921,55.14180153,4.992482347,804,Europe,2013,0.57,4156.44981956646,5.45,1.15,1.43,,0.0
2018,3153773.0,1458062.0,1695711.0,MDA,498,Lung,Female,Mortality,5.894608374,11.73546954,0.6868064037,199,Europe,2013,0.57,4156.44981956646,5.45,1.15,1.43,,0.0
2018,3153773.0,1458062.0,1695711.0,MDA,498,Breast,Female,Mortality,16.65602303,29.78096542,2.005873183,505,Europe,2013,0.57,4156.44981956646,5.45,1.15,1.43,,0.0
2018,3153773.0,1458062.0,1695711.0,MDA,498,Prostate,Male,Mortality,11.98136731,17.76334154,1.353840588,259,Europe,2013,0.57,4156.44981956646,5.45,1.15,1.43,,0.0
2018,3153773.0,1458062.0,1695711.0,MDA,498,Cervix,Female,Mortality,6.054780349,9.317608984,0.6157592758,158,Europe,2013,0.57,4156.44981956646,5.45,1.15,1.43,,0.0
2015,19871019.0,9604635.0,10266385.0,ROU,642,Lung,Male,Mortality,47.80133768,83.23918394,6.072286135,8058,Europe,2010,1.16,8977.01748158196,5.49,1.16,2.0,42.27,0.05
2015,19871019.0,9604635.0,10266385.0,ROU,642,Lung,Female,Mortality,10.35362129,22.71391318,1.258966431,2303,Europe,2010,1.16,8977.01748158196,5.49,1.16,2.0,42.27,0.05
2015,19871019.0,9604635.0,10266385.0,ROU,642,Breast,Female,Mortality,15.67130851,33.85882065,1.78943142,3433,Europe,2010,1.16,8977.01748158196,5.49,1.16,2.0,42.27,0.05
2015,19871019.0,9604635.0,10266385.0,ROU,642,Prostate,Male,Mortality,10.02376222,22.70535199,0.9471090649,2198,Europe,2010,1.16,8977.01748158196,5.49,1.16,2.0,42.27,0.05
2015,19871019.0,9604635.0,10266385.0,ROU,642,Cervix,Female,Mortality,9.069372096,16.21436095,1.008676579,1644,Europe,2010,1.16,8977.01748158196,5.49,1.16,2.0,42.27,0.05
2018,19597872.0,9485968.0,10111904.0,ROU,642,Lung,Male,Mortality,44.21455858,80.31261497,5.689196344,7656,Europe,2013,1.15,12416.134317959,5.44,1.15,1.98,,0.046
2018,19597872.0,9485968.0,10111904.0,ROU,642,Lung,Female,Mortality,10.95365752,24.37923641,1.349287121,2426,Europe,2013,1.15,12416.134317959,5.44,1.15,1.98,,0.046
2018,19597872.0,9485968.0,10111904.0,ROU,642,Breast,Female,Mortality,15.40236921,35.13182625,1.780291918,3496,Europe,2013,1.15,12416.134317959,5.44,1.15,1.98,,0.046
2018,19597872.0,9485968.0,10111904.0,ROU,642,Prostate,Male,Mortality,10.47853676,24.65186065,1.004236533,2350,Europe,2013,1.15,12416.134317959,5.44,1.15,1.98,,0.046
2018,19597872.0,9485968.0,10111904.0,ROU,642,Cervix,Female,Mortality,7.964985781,14.7521513,0.922998276,1468,Europe,2013,1.15,12416.134317959,5.44,1.15,1.98,,0.046
2015,5420278.0,2642755.0,2777523.0,SVK,703,Lung,Male,Mortality,37.97820423,61.40378737,4.694108988,1624,Europe,2010,4.76,16442.0760860018,,,,,
2015,5420278.0,2642755.0,2777523.0,SVK,703,Lung,Female,Mortality,10.5397947,21.83504291,1.325165255,607,Europe,2010,4.76,16442.0760860018,,,,,
2015,5420278.0,2642755.0,2777523.0,SVK,703,Breast,Female,Mortality,15.98363919,34.02957263,1.804091618,946,Europe,2010,4.76,16442.0760860018,,,,,
2015,5420278.0,2642755.0,2777523.0,SVK,703,Prostate,Male,Mortality,15.74877369,26.84525187,1.357792839,710,Europe,2010,4.76,16442.0760860018,,,,,
2015,5420278.0,2642755.0,2777523.0,SVK,703,Cervix,Female,Mortality,4.454476951,7.769965845,0.5017795006,216,Europe,2010,4.76,16442.0760860018,,,,,
2018,5443232.0,2657468.0,2785764.0,SVK,703,Lung,Male,Mortality,36.0064526,63.07361447,4.555279723,1677,Europe,2013,4.77,19573.3717031314,,,,,
2018,5443232.0,2657468.0,2785764.0,SVK,703,Lung,Female,Mortality,9.628761652,21.91554016,1.181202643,611,Europe,2013,4.77,19573.3717031314,,,,,
2018,5443232.0,2657468.0,2785764.0,SVK,703,Breast,Female,Mortality,16.77865365,37.66173023,1.84067881,1050,Europe,2013,4.77,19573.3717031314,,,,,
2018,5443232.0,2657468.0,2785764.0,SVK,703,Prostate,Male,Mortality,14.43673166,26.81662917,1.188682402,713,Europe,2013,4.77,19573.3717031314,,,,,
2018,5443232.0,2657468.0,2785764.0,SVK,703,Cervix,Female,Mortality,4.744048856,8.464922223,0.5621282316,236,Europe,2013,4.77,19573.3717031314,,,,,
2022,5473197.0,2672668.0,2800528.0,SVK,703,Lung,Male,Mortality,27.93621466,53.49145624,3.577573017,1421,Europe,2017,6.78,21317.7943982363,18.32,5.49,9.52,135.4,1.47
2022,5473197.0,2672668.0,2800528.0,SVK,703,Lung,Male,Mortality,27.93621466,53.49145624,3.577573017,1421,Europe,2017,6.78,21317.7943982363,,,,,
2022,5473197.0,2672668.0,2800528.0,SVK,703,Lung,Female,Mortality,9.429903899,23.34920575,1.174401678,648,Europe,2017,6.78,21317.7943982363,18.32,5.49,9.52,135.4,1.47
2022,5473197.0,2672668.0,2800528.0,SVK,703,Lung,Female,Mortality,9.429903899,23.34920575,1.174401678,648,Europe,2017,6.78,21317.7943982363,,,,,
2022,5473197.0,2672668.0,2800528.0,SVK,703,Breast,Female,Mortality,15.66297991,36.284954,1.703907696,1007,Europe,2017,6.78,21317.7943982363,18.32,5.49,9.52,135.4,1.47
2022,5473197.0,2672668.0,2800528.0,SVK,703,Breast,Female,Mortality,15.66297991,36.284954,1.703907696,1007,Europe,2017,6.78,21317.7943982363,,,,,
2022,5473197.0,2672668.0,2800528.0,SVK,703,Prostate,Male,Mortality,13.30368095,27.36684636,1.207087621,727,Europe,2017,6.78,21317.7943982363,18.32,5.49,9.52,135.4,1.47
2022,5473197.0,2672668.0,2800528.0,SVK,703,Prostate,Male,Mortality,13.30368095,27.36684636,1.207087621,727,Europe,2017,6.78,21317.7943982363,,,,,
2022,5473197.0,2672668.0,2800528.0,SVK,703,Cervix,Female,Mortality,4.064925342,7.855134033,0.4437650654,218,Europe,2017,6.78,21317.7943982363,18.32,5.49,9.52,135.4,1.47
2022,5473197.0,2672668.0,2800528.0,SVK,703,Cervix,Female,Mortality,4.064925342,7.855134033,0.4437650654,218,Europe,2017,6.78,21317.7943982363,,,,,
2015,5683701.0,2824525.0,2859176.0,DNK,208,Lung,Male,Incidence,37.98131533,82.90419782,4.659047171,2340,Europe,2010,9.73,53094.0133607574,24.14,14.95,13.87,141.3,5.95
2015,5683701.0,2824525.0,2859176.0,DNK,208,Lung,Male,Mortality,29.5207089,67.05552261,3.407368698,1894,Europe,2010,9.73,53094.0133607574,24.14,14.95,13.87,141.3,5.95
2015,5683701.0,2824525.0,2859176.0,DNK,208,Lung,Female,Incidence,36.28785823,83.09367595,4.603204488,2373,Europe,2010,9.73,53094.0133607574,24.14,14.95,13.87,141.3,5.95
2015,5683701.0,2824525.0,2859176.0,DNK,208,Lung,Female,Mortality,25.6298374,62.53549974,3.159007005,1788,Europe,2010,9.73,53094.0133607574,24.14,14.95,13.87,141.3,5.95
2015,5683701.0,2824525.0,2859176.0,DNK,208,Breast,Female,Incidence,90.76403692,165.9072215,9.770336869,4738,Europe,2010,9.73,53094.0133607574,24.14,14.95,13.87,141.3,5.95
2015,5683701.0,2824525.0,2859176.0,DNK,208,Breast,Female,Mortality,14.82903925,37.38839442,1.596691578,1069,Europe,2010,9.73,53094.0133607574,24.14,14.95,13.87,141.3,5.95
2015,5683701.0,2824525.0,2859176.0,DNK,208,Prostate,Male,Incidence,76.96064471,163.0094932,9.791872098,4601,Europe,2010,9.73,53094.0133607574,24.14,14.95,13.87,141.3,5.95
2015,5683701.0,2824525.0,2859176.0,DNK,208,Prostate,Male,Mortality,15.33776575,41.42289411,1.101094608,1170,Europe,2010,9.73,53094.0133607574,24.14,14.95,13.87,141.3,5.95
2015,5683701.0,2824525.0,2859176.0,DNK,208,Cervix,Female,Incidence,9.65578099,12.7109163,0.8860421208,363,Europe,2010,9.73,53094.0133607574,24.14,14.95,13.87,141.3,5.95
2015,5683701.0,2824525.0,2859176.0,DNK,208,Cervix,Female,Mortality,1.668825506,3.392585836,0.1542637079,97,Europe,2010,9.73,53094.0133607574,24.14,14.95,13.87,141.3,5.95
2018,5793824.0,2882749.0,2911075.0,DNK,208,Lung,Male,Incidence,36.80332301,83.66821441,4.563572323,2411,Europe,2013,9.61,61324.7665045565,23.85,14.77,13.7,,5.87
2018,5793824.0,2882749.0,2911075.0,DNK,208,Lung,Male,Mortality,24.8372092,59.76933823,2.833603168,1723,Europe,2013,9.61,61324.7665045565,23.85,14.77,13.7,,5.87
2018,5793824.0,2882749.0,2911075.0,DNK,208,Lung,Female,Incidence,36.70102624,86.50991959,4.650628028,2516,Europe,2013,9.61,61324.7665045565,23.85,14.77,13.7,,5.87
2018,5793824.0,2882749.0,2911075.0,DNK,208,Lung,Female,Mortality,21.9189795,57.81368432,2.66195861,1683,Europe,2013,9.61,61324.7665045565,23.85,14.77,13.7,,5.87
2018,5793824.0,2882749.0,2911075.0,DNK,208,Breast,Female,Incidence,91.561084,168.446779,9.850795202,4899,Europe,2013,9.61,61324.7665045565,23.85,14.77,13.7,,5.87
2018,5793824.0,2882749.0,2911075.0,DNK,208,Breast,Female,Mortality,13.89224668,35.62257317,1.476642286,1037,Europe,2013,9.61,61324.7665045565,23.85,14.77,13.7,,5.87
2018,5793824.0,2882749.0,2911075.0,DNK,208,Prostate,Male,Incidence,72.63360162,161.8534019,9.468607614,4664,Europe,2013,9.61,61324.7665045565,23.85,14.77,13.7,,5.87
2018,5793824.0,2882749.0,2911075.0,DNK,208,Prostate,Male,Mortality,15.06531629,43.74296895,1.084959425,1261,Europe,2013,9.61,61324.7665045565,23.85,14.77,13.7,,5.87
2018,5793824.0,2882749.0,2911075.0,DNK,208,Cervix,Female,Incidence,8.520355547,11.4498423,0.7749127509,333,Europe,2013,9.61,61324.7665045565,23.85,14.77,13.7,,5.87
2018,5793824.0,2882749.0,2911075.0,DNK,208,Cervix,Female,Mortality,1.376793558,2.645070525,0.1423144495,77,Europe,2013,9.61,61324.7665045565,23.85,14.77,13.7,,5.87
2022,5902904.0,2935843.0,2967061.0,DNK,208,Lung,Male,Incidence,34.31986034,84.8899613,4.248406153,2494,Europe,2017,12.26,67781.0940939514,40.75,14.68,,119.4,8.29
2022,5902904.0,2935843.0,2967061.0,DNK,208,Lung,Male,Incidence,34.31986034,84.8899613,4.248406153,2494,Europe,2017,12.26,67781.0940939514,,,,,
2022,5902904.0,2935843.0,2967061.0,DNK,208,Lung,Male,Mortality,21.8149348,57.83689009,2.494459715,1698,Europe,2017,12.26,67781.0940939514,40.75,14.68,,119.4,8.29
2022,5902904.0,2935843.0,2967061.0,DNK,208,Lung,Male,Mortality,21.8149348,57.83689009,2.494459715,1698,Europe,2017,12.26,67781.0940939514,,,,,
2022,5902904.0,2935843.0,2967061.0,DNK,208,Lung,Female,Incidence,35.27687646,90.62602602,4.540754013,2694,Europe,2017,12.26,67781.0940939514,40.75,14.68,,119.4,8.29
2022,5902904.0,2935843.0,2967061.0,DNK,208,Lung,Female,Incidence,35.27687646,90.62602602,4.540754013,2694,Europe,2017,12.26,67781.0940939514,,,,,
2022,5902904.0,2935843.0,2967061.0,DNK,208,Lung,Female,Mortality,20.28375767,58.27315313,2.511203995,1729,Europe,2017,12.26,67781.0940939514,40.75,14.68,,119.4,8.29
2022,5902904.0,2935843.0,2967061.0,DNK,208,Lung,Female,Mortality,20.28375767,58.27315313,2.511203995,1729,Europe,2017,12.26,67781.0940939514,,,,,
2022,5902904.0,2935843.0,2967061.0,DNK,208,Breast,Female,Incidence,89.80534572,169.780829,9.60417192,5047,Europe,2017,12.26,67781.0940939514,40.75,14.68,,119.4,8.29
2022,5902904.0,2935843.0,2967061.0,DNK,208,Breast,Female,Incidence,89.80534572,169.780829,9.60417192,5047,Europe,2017,12.26,67781.0940939514,,,,,
2022,5902904.0,2935843.0,2967061.0,DNK,208,Breast,Female,Mortality,12.52059986,35.35485115,1.195668665,1049,Europe,2017,12.26,67781.0940939514,40.75,14.68,,119.4,8.29
2022,5902904.0,2935843.0,2967061.0,DNK,208,Breast,Female,Mortality,12.52059986,35.35485115,1.195668665,1049,Europe,2017,12.26,67781.0940939514,,,,,
2022,5902904.0,2935843.0,2967061.0,DNK,208,Prostate,Male,Incidence,66.0036425,160.1132229,8.517265621,4704,Europe,2017,12.26,67781.0940939514,40.75,14.68,,119.4,8.29
2022,5902904.0,2935843.0,2967061.0,DNK,208,Prostate,Male,Incidence,66.0036425,160.1132229,8.517265621,4704,Europe,2017,12.26,67781.0940939514,,,,,
2022,5902904.0,2935843.0,2967061.0,DNK,208,Prostate,Male,Mortality,13.93007718,45.50652836,0.9919404372,1336,Europe,2017,12.26,67781.0940939514,40.75,14.68,,119.4,8.29
2022,5902904.0,2935843.0,2967061.0,DNK,208,Prostate,Male,Mortality,13.93007718,45.50652836,0.9919404372,1336,Europe,2017,12.26,67781.0940939514,,,,,
2022,5902904.0,2935843.0,2967061.0,DNK,208,Cervix,Female,Incidence,8.86693538,11.16846349,0.825882249,332,Europe,2017,12.26,67781.0940939514,40.75,14.68,,119.4,8.29
2022,5902904.0,2935843.0,2967061.0,DNK,208,Cervix,Female,Incidence,8.86693538,11.16846349,0.825882249,332,Europe,2017,12.26,67781.0940939514,,,,,
2022,5902904.0,2935843.0,2967061.0,DNK,208,Cervix,Female,Mortality,1.361568968,2.831084363,0.1502852512,84,Europe,2017,12.26,67781.0940939514,40.75,14.68,,119.4,8.29
2022,5902904.0,2935843.0,2967061.0,DNK,208,Cervix,Female,Mortality,1.361568968,2.831084363,0.1502852512,84,Europe,2017,12.26,67781.0940939514,,,,,
2015,1314576.0,615534.0,699042.0,EST,233,Lung,Male,Incidence,51.96227208,93.89991698,6.360666739,578,Europe,2010,2.24,17722.1557669523,14.91,2.24,8.2,,0.75
2015,1314576.0,615534.0,699042.0,EST,233,Lung,Male,Mortality,44.15963382,82.20497795,5.631138838,506,Europe,2010,2.24,17722.1557669523,14.91,2.24,8.2,,0.75
2015,1314576.0,615534.0,699042.0,EST,233,Lung,Female,Incidence,13.10969939,33.75966835,1.658199429,236,Europe,2010,2.24,17722.1557669523,14.91,2.24,8.2,,0.75
2015,1314576.0,615534.0,699042.0,EST,233,Lung,Female,Mortality,9.019817627,23.74680187,1.149523692,166,Europe,2010,2.24,17722.1557669523,14.91,2.24,8.2,,0.75
2015,1314576.0,615534.0,699042.0,EST,233,Breast,Female,Incidence,57.66097431,108.0023288,6.237305653,755,Europe,2010,2.24,17722.1557669523,14.91,2.24,8.2,,0.75
2015,1314576.0,615534.0,699042.0,EST,233,Breast,Female,Mortality,13.74393405,34.3327256,1.477521503,240,Europe,2010,2.24,17722.1557669523,14.91,2.24,8.2,,0.75
2015,1314576.0,615534.0,699042.0,EST,233,Prostate,Male,Incidence,104.137756,184.5507019,13.03193558,1136,Europe,2010,2.24,17722.1557669523,14.91,2.24,8.2,,0.75
2015,1314576.0,615534.0,699042.0,EST,233,Prostate,Male,Mortality,21.63544653,47.43844577,1.911451103,292,Europe,2010,2.24,17722.1557669523,14.91,2.24,8.2,,0.75
2015,1314576.0,615534.0,699042.0,EST,233,Cervix,Female,Incidence,14.22220367,21.31436688,1.42925608,149,Europe,2010,2.24,17722.1557669523,14.91,2.24,8.2,,0.75
2015,1314576.0,615534.0,699042.0,EST,233,Cervix,Female,Mortality,4.235139652,8.440128376,0.4436570243,59,Europe,2010,2.24,17722.1557669523,14.91,2.24,8.2,,0.75
2018,1321965.0,623413.0,698552.0,EST,233,Lung,Male,Mortality,41.98112658,81.00575462,5.276786684,505,Europe,2013,2.33,23618.1361254581,15.54,2.33,8.55,,0.78
2018,1321965.0,623413.0,698552.0,EST,233,Lung,Female,Mortality,8.012228457,23.76344209,0.9828408718,166,Europe,2013,2.33,23618.1361254581,15.54,2.33,8.55,,0.78
2018,1321965.0,623413.0,698552.0,EST,233,Breast,Female,Mortality,13.7580246,37.21984906,1.559834157,260,Europe,2013,2.33,23618.1361254581,15.54,2.33,8.55,,0.78
2018,1321965.0,623413.0,698552.0,EST,233,Prostate,Male,Mortality,20.51355701,46.35774868,1.840531529,289,Europe,2013,2.33,23618.1361254581,15.54,2.33,8.55,,0.78
2018,1321965.0,623413.0,698552.0,EST,233,Cervix,Female,Mortality,3.923704328,7.730276343,0.4240443348,54,Europe,2013,2.33,23618.1361254581,15.54,2.33,8.55,,0.78
2022,1350091.0,640730.0,709362.0,EST,233,Lung,Male,Mortality,28.2523207,57.74667781,3.493314331,370,Europe,2017,6.78,28340.3826549406,18.84,2.26,13.56,76.94,2.26
2022,1350091.0,640730.0,709362.0,EST,233,Lung,Male,Mortality,28.2523207,57.74667781,3.493314331,370,Europe,2017,6.78,28340.3826549406,,,,,
2022,1350091.0,640730.0,709362.0,EST,233,Lung,Female,Mortality,7.866762247,25.09297087,0.9484885687,178,Europe,2017,6.78,28340.3826549406,18.84,2.26,13.56,76.94,2.26
2022,1350091.0,640730.0,709362.0,EST,233,Lung,Female,Mortality,7.866762247,25.09297087,0.9484885687,178,Europe,2017,6.78,28340.3826549406,,,,,
2022,1350091.0,640730.0,709362.0,EST,233,Breast,Female,Mortality,11.54993333,32.70544517,1.289139032,232,Europe,2017,6.78,28340.3826549406,18.84,2.26,13.56,76.94,2.26
2022,1350091.0,640730.0,709362.0,EST,233,Breast,Female,Mortality,11.54993333,32.70544517,1.289139032,232,Europe,2017,6.78,28340.3826549406,,,,,
2022,1350091.0,640730.0,709362.0,EST,233,Prostate,Male,Mortality,14.86832065,36.67694401,1.322333918,235,Europe,2017,6.78,28340.3826549406,18.84,2.26,13.56,76.94,2.26
2022,1350091.0,640730.0,709362.0,EST,233,Prostate,Male,Mortality,14.86832065,36.67694401,1.322333918,235,Europe,2017,6.78,28340.3826549406,,,,,
2022,1350091.0,640730.0,709362.0,EST,233,Cervix,Female,Mortality,3.474960995,7.753446054,0.4119212053,55,Europe,2017,6.78,28340.3826549406,18.84,2.26,13.56,76.94,2.26
2022,1350091.0,640730.0,709362.0,EST,233,Cervix,Female,Mortality,3.474960995,7.753446054,0.4119212053,55,Europe,2017,6.78,28340.3826549406,,,,,
2015,5479717.0,2696843.0,2782875.0,FIN,246,Lung,Male,Incidence,29.5677313,67.45340051,3.77085327,1819,Europe,2010,7.46,42560.3456767103,,,16.03,231.4,
2015,5479717.0,2696843.0,2782875.0,FIN,246,Lung,Male,Mortality,22.94776438,54.06322394,2.81569766,1458,Europe,2010,7.46,42560.3456767103,,,16.03,231.4,
2015,5479717.0,2696843.0,2782875.0,FIN,246,Lung,Female,Incidence,14.01710238,35.79059484,1.8373125,996,Europe,2010,7.46,42560.3456767103,,,16.03,231.4,
2015,5479717.0,2696843.0,2782875.0,FIN,246,Lung,Female,Mortality,10.15075007,27.88483133,1.330197998,776,Europe,2010,7.46,42560.3456767103,,,16.03,231.4,
2015,5479717.0,2696843.0,2782875.0,FIN,246,Breast,Female,Incidence,93.65040802,177.2999949,10.26276006,4934,Europe,2010,7.46,42560.3456767103,,,16.03,231.4,
2015,5479717.0,2696843.0,2782875.0,FIN,246,Breast,Female,Mortality,11.54497349,29.32219377,1.303165944,816,Europe,2010,7.46,42560.3456767103,,,16.03,231.4,
2015,5479717.0,2696843.0,2782875.0,FIN,246,Prostate,Male,Incidence,80.86953657,184.9684232,9.734822917,4988,Europe,2010,7.46,42560.3456767103,,,16.03,231.4,
2015,5479717.0,2696843.0,2782875.0,FIN,246,Prostate,Male,Mortality,11.85666862,33.29819965,0.8343151859,898,Europe,2010,7.46,42560.3456767103,,,16.03,231.4,
2015,5479717.0,2696843.0,2782875.0,FIN,246,Cervix,Female,Incidence,4.552155654,6.072902136,0.4256833536,169,Europe,2010,7.46,42560.3456767103,,,16.03,231.4,
2015,5479717.0,2696843.0,2782875.0,FIN,246,Cervix,Female,Mortality,1.143192144,2.263845843,0.1178446882,63,Europe,2010,7.46,42560.3456767103,,,16.03,231.4,
2018,5515736.0,2721322.0,2794415.0,FIN,246,Lung,Male,Incidence,26.84126923,66.88199976,3.401944964,1820,Europe,2013,7.37,49654.2497035329,20.09,8.29,15.85,,1.47
2018,5515736.0,2721322.0,2794415.0,FIN,246,Lung,Male,Mortality,21.18286811,53.68715163,2.621618209,1461,Europe,2013,7.37,49654.2497035329,20.09,8.29,15.85,,1.47
2018,5515736.0,2721322.0,2794415.0,FIN,246,Lung,Female,Incidence,14.54449962,39.58037644,1.861571468,1106,Europe,2013,7.37,49654.2497035329,20.09,8.29,15.85,,1.47
2018,5515736.0,2721322.0,2794415.0,FIN,246,Lung,Female,Mortality,9.852857559,28.84324626,1.234414636,806,Europe,2013,7.37,49654.2497035329,20.09,8.29,15.85,,1.47
2018,5515736.0,2721322.0,2794415.0,FIN,246,Breast,Female,Incidence,91.73334661,177.252807,9.994047927,4953,Europe,2013,7.37,49654.2497035329,20.09,8.29,15.85,,1.47
2018,5515736.0,2721322.0,2794415.0,FIN,246,Breast,Female,Mortality,11.99741601,30.5609582,1.282344069,854,Europe,2013,7.37,49654.2497035329,20.09,8.29,15.85,,1.47
2018,5515736.0,2721322.0,2794415.0,FIN,246,Prostate,Male,Incidence,76.8089959,184.8074598,9.338016368,5029,Europe,2013,7.37,49654.2497035329,20.09,8.29,15.85,,1.47
2018,5515736.0,2721322.0,2794415.0,FIN,246,Prostate,Male,Mortality,10.93431621,32.88843306,0.8672808132,895,Europe,2013,7.37,49654.2497035329,20.09,8.29,15.85,,1.47
2018,5515736.0,2721322.0,2794415.0,FIN,246,Cervix,Female,Incidence,4.61182707,6.298504749,0.4178615722,176,Europe,2013,7.37,49654.2497035329,20.09,8.29,15.85,,1.47
2018,5515736.0,2721322.0,2794415.0,FIN,246,Cervix,Female,Mortality,1.030466169,1.968211593,0.1071336816,55,Europe,2013,7.37,49654.2497035329,20.09,8.29,15.85,,1.47
2015,330952.0,166271.0,164680.0,ISL,352,Lung,Male,Incidence,36.38552943,62.56993996,4.457333938,104,Europe,2010,6.25,53505.6964079339,40.61,12.49,21.87,151.6,0.0
2015,330952.0,166271.0,164680.0,ISL,352,Lung,Female,Incidence,31.48399383,56.51502814,4.289588891,93,Europe,2010,6.25,53505.6964079339,40.61,12.49,21.87,151.6,0.0
2015,330952.0,166271.0,164680.0,ISL,352,Breast,Female,Incidence,92.59534569,141.5914146,9.833636562,233,Europe,2010,6.25,53505.6964079339,40.61,12.49,21.87,151.6,0.0
2015,330952.0,166271.0,164680.0,ISL,352,Prostate,Male,Incidence,71.81085993,122.7333438,9.091830908,204,Europe,2010,6.25,53505.6964079339,40.61,12.49,21.87,151.6,0.0
