Cancer label,Sex,Type,Year,ASR (World),Crude rate,Cumulative risk,Total,Country_harmonized,Country,Region Name,RTCenters,Linac,Protontherapy,XRay,Brachytherapy,Last Update,Population,Population_male,Population_female,GDP_per_capita
Lip_oc_Pharynx,Female,Mortality,2022,0.9773741996,2.620309477,0.1143791959,116,Switzerland,Switzerland,Western Europe,38,85,1,10,25,2024,8792182.0,4365224.0,4426958.0,94394.5106803525
Lip_oc_Pharynx,Male,Mortality,2022,2.607227997,4.912835828,0.312044039,8434,United States of America,United States of America,Northern America,2237,3892,44,6,638,2024,341534046.0,171672742.0,169861303.0,76657.2488844403
Lip_oc_Pharynx,Female,Mortality,2022,0.8929153588,2.031068842,0.0982682999,3450,United States of America,United States of America,Northern America,2237,3892,44,6,638,2024,341534046.0,171672742.0,169861303.0,76657.2488844403
Lip_oc_Pharynx,Male,Mortality,2022,3.702424833,5.594704977,0.4480272064,92,Uruguay,Uruguay,South America,12,23,0,0,5,2025,3390913.0,1644412.0,1746501.0,20818.6146091144
Lip_oc_Pharynx,Female,Mortality,2022,1.057898268,2.233033668,0.1216926279,39,Uruguay,Uruguay,South America,12,23,0,0,5,2025,3390913.0,1644412.0,1746501.0,20818.6146091144
Breast,Female,Mortality,2022,12.895566169999999,31.569581290000002,1.3234472844999998,10233,United Kingdom,United Kingdom,Northern Europe,78,358,7,49,56,2024,68179315.0,33558255.0,34621061.0,47057.043229179
Cervix,Female,Mortality,2022,1.429071643,2.3593250555,0.14437587465,806,United Kingdom,United Kingdom,Northern Europe,78,358,7,49,56,2024,68179315.0,33558255.0,34621061.0,47057.043229179
Lip_oc_Pharynx,Female,Mortality,2022,1.3908487489999999,3.2249275639999997,0.16142474415000002,1062,United Kingdom,United Kingdom,Northern Europe,78,358,7,49,56,2024,68179315.0,33558255.0,34621061.0,47057.043229179
Lip_oc_Pharynx,Male,Mortality,2022,3.504566408,7.0983626365,0.4449295869,2245,United Kingdom,United Kingdom,Northern Europe,78,358,7,49,56,2024,68179315.0,33558255.0,34621061.0,47057.043229179
Lung,Female,Mortality,2022,17.77123968,46.800235805,2.105756672,14166,United Kingdom,United Kingdom,Northern Europe,78,358,7,49,56,2024,68179315.0,33558255.0,34621061.0,47057.043229179
Lung,Male,Mortality,2022,22.449944535,53.644758554999996,2.516885685,15375,United Kingdom,United Kingdom,Northern Europe,78,358,7,49,56,2024,68179315.0,33558255.0,34621061.0,47057.043229179
Prostate,Male,Mortality,2022,11.158898359999998,33.530014245,0.8266640747,11283,United Kingdom,United Kingdom,Northern Europe,78,358,7,49,56,2024,68179315.0,33558255.0,34621061.0,47057.043229179
